Total population,Median age,% BachelorsDeg or higher,Unemployment rate,Per capita income,Total households,Average household size,% Owner occupied housing,% Renter occupied housing,% Vacant housing,Median home value,Population growth,House hold growth,Per capita income growth,Winner
20723,37.8,13.0,10.9,17059.0,6713,2.67,63.0,14.4,22.7,105178.0,-0.29,-0.16,0.72,Mitt Romney
19999,38.6,11.6,10.4,13729.0,7511,2.56,63.0,20.8,16.2,59883.0,-0.65,-0.51,0.83,Mitt Romney
21735,36.8,11.1,7.9,15928.0,7598,2.54,64.8,15.5,19.8,82145.0,0.19,0.36,0.56,Mitt Romney
435334,38.0,23.2,6.4,21827.0,168398,2.56,54.9,32.4,12.6,143946.0,-0.25,-0.26,0.43,Mitt Romney
210850,33.8,28.1,5.8,22048.0,82757,2.49,60.2,32.5,7.3,140884.0,0.94,1.1,0.68,Mitt Romney
93799,36.3,14.4,5.4,18012.0,34294,2.69,67.4,20.2,12.4,119772.0,0.06,0.17,0.4,Mitt Romney
125599,35.2,12.9,5.2,18622.0,45013,2.78,72.9,15.2,11.9,140875.0,2.58,2.63,0.49,Mitt Romney
28799,37.7,11.4,15.2,15324.0,10921,2.55,58.9,24.7,16.4,64471.0,-0.81,-0.65,0.61,Mitt Romney
237867,37.8,30.6,4.9,26581.0,89391,2.64,70.8,18.0,11.2,181298.0,1.42,1.59,0.69,Mitt Romney
119775,34.4,18.6,8.0,16178.0,44407,2.61,62.0,24.0,14.1,124528.0,1.06,1.19,0.4,Mitt Romney
110329,34.8,14.3,5.6,18259.0,39253,2.77,64.7,22.1,13.2,123739.0,0.12,0.29,0.45,Mitt Romney
22631,39.9,13.5,8.2,16851.0,9091,2.44,60.3,14.8,24.9,77482.0,-0.11,0.07,0.51,Mitt Romney
45282,29.0,14.9,7.8,16803.0,16599,2.52,43.4,34.5,22.1,77532.0,-1.44,-1.29,0.66,Mitt Romney
41058,40.4,14.4,8.5,17137.0,16632,2.41,60.6,22.0,17.4,78313.0,-0.21,-0.08,0.45,Mitt Romney
15430,38.3,10.9,7.9,14515.0,5549,2.48,53.0,19.1,27.9,53801.0,-0.91,-0.87,0.87,Mitt Romney
551956,38.8,24.5,12.6,26443.0,212280,2.52,57.1,35.7,7.2,242505.0,0.07,0.1,3.02,Barack Obama
15716,44.5,44.6,1.7,33323.0,6769,2.29,27.6,11.2,61.2,601783.0,0.15,0.17,3.34,Barack Obama
72264,42.6,34.6,10.6,26111.0,30121,2.35,60.1,29.9,10.0,204502.0,-0.1,-0.02,2.76,Barack Obama
463651,38.3,24.1,13.1,23864.0,177663,2.51,56.9,35.5,7.6,186884.0,-0.01,0.0,2.93,Barack Obama
155464,35.9,44.2,8.8,30830.0,58190,2.34,60.1,32.8,7.1,234683.0,-0.04,0.08,3.2,Barack Obama
668095,40.8,48.1,8.0,45005.0,257352,2.52,66.4,29.4,4.1,368773.0,0.21,0.27,3.25,Barack Obama
726875,32.7,38.4,10.9,29668.0,286656,2.38,31.4,61.9,6.8,325219.0,0.48,0.46,3.24,Barack Obama
633635,36.3,25.2,14.2,19216.0,242595,2.5,39.4,40.7,19.9,122806.0,-0.12,-0.19,2.65,Barack Obama
963092,39.3,58.3,6.2,42982.0,353816,2.7,64.6,30.8,4.6,382054.0,0.74,0.72,2.74,Barack Obama
830765,35.0,31.2,9.4,28562.0,298414,2.72,55.6,36.0,8.4,270668.0,-0.44,-0.41,2.43,Barack Obama
92677,38.3,27.3,6.6,33493.0,31528,2.92,76.7,14.1,9.2,358944.0,1.24,1.23,2.03,Mitt Romney
34237,40.0,15.7,9.1,19995.0,12782,2.64,67.1,24.1,8.8,196986.0,0.99,1.0,1.83,Mitt Romney
172886,39.7,29.9,6.3,30896.0,60824,2.78,77.0,17.8,5.1,294494.0,0.53,0.59,2.4,Mitt Romney
232704,37.8,36.1,6.8,32689.0,84518,2.69,71.2,23.7,5.1,300102.0,0.92,1.0,2.52,Mitt Romney
48923,42.1,30.8,6.8,30973.0,18618,2.6,75.3,15.9,8.9,311156.0,1.27,1.31,2.82,Mitt Romney
106284,36.2,27.5,7.2,28071.0,38393,2.68,63.1,25.6,11.3,281724.0,1.66,1.78,2.43,Mitt Romney
37995,47.4,33.5,7.0,30912.0,16192,2.31,58.6,24.0,17.4,277315.0,0.35,0.39,2.29,Mitt Romney
150904,39.9,18.6,8.8,22933.0,57060,2.48,59.5,32.0,8.5,197683.0,1.17,1.23,2.45,Mitt Romney
107980,40.6,17.6,8.0,22404.0,45298,2.31,57.0,33.1,9.9,142787.0,0.11,0.28,1.54,Barack Obama
281453,40.5,39.3,6.4,30220.0,117105,2.32,57.3,29.3,13.4,220181.0,0.23,0.37,1.93,Barack Obama
30082,41.5,24.9,10.3,19923.0,12422,2.31,44.7,14.6,40.7,135161.0,-0.05,0.15,1.5,Barack Obama
149690,40.1,24.1,7.5,21894.0,62155,2.29,59.3,26.5,14.2,136707.0,0.06,0.26,1.61,Barack Obama
51958,42.6,14.5,10.1,19229.0,21633,2.36,54.0,15.9,30.1,119350.0,0.2,0.37,1.37,Barack Obama
108427,41.3,16.9,14.8,23297.0,44138,2.42,71.5,19.7,8.8,92978.0,-0.19,-0.09,2.5,Barack Obama
16111,45.4,18.5,14.6,18342.0,6699,2.16,46.9,12.9,40.1,47202.0,-1.1,-1.13,2.08,Barack Obama
277487,32.1,35.5,14.4,24644.0,108985,2.39,54.1,36.3,9.6,105613.0,-0.13,-0.08,2.63,Barack Obama
66194,39.2,27.3,11.6,21328.0,26303,2.34,50.1,22.7,27.2,92857.0,0.14,0.18,2.05,Barack Obama
1223804,39.3,42.5,13.5,40331.0,489023,2.47,68.3,24.1,7.5,141125.0,-0.02,0.04,2.54,Barack Obama
11121,53.9,13.3,22.0,20903.0,4960,2.2,36.4,4.6,59.0,87695.0,-0.37,-0.28,2.36,Mitt Romney
9512,44.9,15.1,14.9,20119.0,3749,2.28,47.6,10.6,41.8,79913.0,-0.4,-0.31,1.82,Mitt Romney
115068,37.2,18.8,15.3,22647.0,42335,2.67,70.0,15.1,14.9,137425.0,0.26,0.35,1.98,Mitt Romney
23961,45.3,22.8,17.3,21389.0,9728,2.43,47.8,9.1,43.1,120495.0,-0.46,-0.37,1.82,Mitt Romney
8465,41.2,11.2,25.4,18797.0,3192,2.33,50.6,15.0,34.4,71141.0,-0.69,-0.68,1.72,Mitt Romney
50170,41.5,14.5,14.8,21738.0,19713,2.51,61.0,14.1,24.9,114483.0,-0.28,-0.18,2.2,Mitt Romney
25927,42.0,23.1,14.5,22570.0,10516,2.44,48.5,11.7,39.8,125631.0,-0.27,-0.18,2.24,Mitt Romney
25871,45.0,14.3,13.3,20054.0,10870,2.35,47.9,10.7,41.4,104744.0,-0.51,-0.39,2.16,Mitt Romney
72386,39.3,24.4,11.0,26913.0,27640,2.59,77.2,14.0,8.8,142828.0,0.23,0.44,2.53,Mitt Romney
14233,44.7,15.6,15.1,20171.0,5726,2.36,42.7,9.6,47.7,85097.0,-0.38,-0.23,2.04,Mitt Romney
33654,42.0,29.9,14.7,24021.0,13829,2.39,46.0,15.2,38.7,144885.0,0.05,0.16,2.41,Mitt Romney
35040,35.0,26.8,12.9,17478.0,13611,2.36,51.1,22.0,26.9,63607.0,-0.2,-0.16,2.07,Mitt Romney
64981,34.4,12.9,16.4,20496.0,21867,2.66,70.4,18.1,11.5,110131.0,-0.2,-0.14,2.12,Mitt Romney
25736,48.4,13.8,21.7,20134.0,11305,2.24,41.9,9.8,48.3,80848.0,-0.68,-0.56,2.06,Mitt Romney
616571,34.2,29.8,13.7,25273.0,230321,2.62,64.4,28.6,7.0,128574.0,0.5,0.54,2.48,Mitt Romney
92931,38.7,15.1,18.3,24678.0,33390,2.72,75.5,14.3,10.2,121214.0,-0.24,-0.09,2.45,Mitt Romney
189999,38.6,31.8,12.8,36127.0,69291,2.73,79.5,11.7,8.9,171756.0,0.72,0.87,2.15,Mitt Romney
10483,47.2,17.8,8.8,21635.0,4555,2.26,35.7,9.8,54.5,99108.0,-1.06,-0.94,1.97,Mitt Romney
24367,43.9,11.3,12.3,19852.0,10364,2.31,57.0,15.5,27.5,71749.0,-0.45,-0.33,1.94,Mitt Romney
83094,38.9,33.3,11.8,27260.0,32724,2.5,70.3,20.2,9.5,114809.0,-0.3,-0.17,2.76,Mitt Romney
10261,51.3,10.2,21.8,19841.0,4547,2.23,38.3,6.7,55.0,83260.0,-0.1,0.03,1.98,Mitt Romney
49193,38.5,13.8,15.9,18618.0,18295,2.65,60.7,11.9,27.3,95689.0,-0.53,-0.48,1.85,Mitt Romney
27741,40.1,15.2,18.2,18585.0,10237,2.64,47.6,10.4,42.0,96277.0,-0.37,-0.31,1.83,Mitt Romney
6646,50.4,15.4,17.0,19729.0,3011,2.15,46.9,8.5,44.6,48870.0,-1.63,-1.53,1.95,Mitt Romney
23579,40.8,20.4,15.8,22279.0,9306,2.51,48.9,11.4,39.7,123491.0,-0.68,-0.57,2.08,Mitt Romney
25375,52.0,13.3,18.6,20585.0,11365,2.2,37.0,6.6,56.5,87919.0,-0.39,-0.32,2.09,Mitt Romney
175523,39.3,15.0,17.6,24481.0,67221,2.58,70.7,19.1,10.2,102107.0,0.44,0.53,2.23,Mitt Romney
44317,33.0,28.7,10.3,19478.0,16528,2.57,61.2,22.2,16.6,110081.0,1.06,1.23,2.61,Barack Obama
12365,42.2,17.3,5.8,22508.0,5202,2.32,65.6,21.1,13.3,88912.0,-0.58,-0.45,2.33,Barack Obama
57828,33.7,29.6,5.4,22968.0,21973,2.45,63.7,26.6,9.7,137635.0,1.22,1.47,2.9,Barack Obama
1168999,37.0,43.8,7.8,37139.0,483409,2.36,61.9,33.1,5.0,184256.0,0.45,0.51,3.36,Barack Obama
19103,41.4,24.7,7.4,23633.0,7617,2.46,68.9,17.1,14.0,131243.0,-0.53,-0.38,2.64,Barack Obama
4559,45.4,18.5,6.6,19766.0,1916,2.3,57.1,12.6,30.3,57124.0,-1.48,-1.38,2.06,Barack Obama
13085,45.0,18.9,8.1,22637.0,5729,2.23,56.5,14.4,29.1,84790.0,-0.91,-0.76,2.58,Barack Obama
6645,43.8,16.5,7.1,19294.0,2761,2.34,65.3,16.2,18.6,66724.0,-1.12,-1.03,2.21,Barack Obama
196483,41.4,26.4,8.9,24255.0,82653,2.24,61.3,21.9,16.8,119386.0,-0.3,-0.15,2.87,Barack Obama
5367,46.9,14.5,5.4,18336.0,2229,2.33,59.3,10.6,30.1,63649.0,-0.84,-0.77,2.09,Mitt Romney
25821,40.8,17.3,6.4,24022.0,10607,2.35,72.6,18.8,8.5,114422.0,-0.33,-0.18,2.65,Mitt Romney
94230,35.2,39.5,7.4,38540.0,33673,2.77,78.5,16.0,5.5,243207.0,1.73,1.81,2.8,Mitt Romney
20188,36.3,20.7,7.0,24279.0,7486,2.67,77.6,15.4,7.0,139646.0,0.59,0.71,2.38,Mitt Romney
14400,45.5,17.4,7.5,20781.0,6064,2.3,66.0,16.8,17.2,71092.0,-1.16,-1.05,2.13,Mitt Romney
18755,45.8,24.9,9.7,21518.0,7824,2.38,47.1,10.2,42.8,125119.0,-0.19,-0.04,2.57,Mitt Romney
40252,37.3,18.0,9.4,25000.0,14917,2.67,77.7,13.2,9.1,166886.0,0.94,1.1,2.67,Mitt Romney
3935,45.5,21.4,6.8,22692.0,1756,2.21,42.4,7.5,50.2,78976.0,-1.39,-1.19,2.66,Mitt Romney
5795,45.4,17.9,3.7,18869.0,2472,2.26,63.2,16.5,20.3,69041.0,-1.04,-0.9,2.01,Mitt Romney
20369,44.7,20.1,7.5,22360.0,8735,2.28,67.7,20.8,11.5,83788.0,-0.7,-0.55,2.4,Mitt Romney
20322,38.7,14.2,5.5,20918.0,7845,2.54,67.5,23.4,9.1,87530.0,-0.26,-0.16,2.62,Mitt Romney
56222,44.7,21.3,6.9,21507.0,23012,2.39,48.9,12.9,38.1,116401.0,-0.18,-0.06,2.63,Mitt Romney
13799,39.4,18.4,6.5,22108.0,5778,2.31,65.6,23.7,10.7,89910.0,0.18,0.34,2.42,Mitt Romney
9298,42.1,17.9,4.9,20147.0,3953,2.29,67.9,20.4,11.7,72935.0,-0.53,-0.25,2.48,Mitt Romney
15541,42.2,17.1,6.6,22184.0,6357,2.37,68.3,18.3,13.5,82161.0,-0.84,-0.7,2.5,Mitt Romney
15899,41.9,15.9,7.6,21427.0,6463,2.4,69.2,17.1,13.7,82642.0,-0.97,-0.85,2.23,Mitt Romney
15231,39.4,14.8,6.0,21617.0,5868,2.54,73.4,17.9,8.7,122944.0,-0.1,0.0,2.39,Mitt Romney
150490,33.4,26.8,7.6,24233.0,56322,2.54,67.3,25.0,7.7,151534.0,0.72,0.96,2.95,Mitt Romney
37434,37.5,24.5,8.7,25297.0,14608,2.52,75.8,19.8,4.3,160743.0,0.68,0.79,2.62,Mitt Romney
9577,34.3,25.1,4.9,22358.0,3724,2.33,60.8,27.0,12.3,94375.0,-0.41,-0.25,2.86,Mitt Romney
22223,40.6,20.8,6.0,23888.0,8780,2.49,68.7,15.4,15.9,131755.0,-0.36,-0.22,2.64,Mitt Romney
125802,34.6,21.6,8.0,28683.0,45700,2.73,75.8,14.9,9.3,201673.0,1.88,2.06,2.72,Mitt Romney
995709,39.8,38.9,10.1,34177.0,404850,2.41,67.8,24.9,7.3,143859.0,-0.22,-0.11,2.27,Barack Obama
349568,35.4,25.5,16.2,19546.0,146116,2.32,36.7,43.0,20.4,94788.0,0.09,0.06,1.99,Barack Obama
5947,45.4,20.0,9.0,20311.0,2548,2.22,56.5,25.6,17.9,77351.0,-0.74,-0.7,1.98,Mitt Romney
36344,40.4,13.3,9.5,17671.0,14358,2.51,60.9,19.9,19.2,99203.0,0.45,0.45,1.95,Mitt Romney
18364,51.8,11.1,11.2,19661.0,8055,2.25,45.5,10.4,44.0,99418.0,-0.24,-0.17,2.05,Mitt Romney
11869,40.7,8.8,12.1,16358.0,4558,2.57,61.8,14.9,23.3,89111.0,-0.34,-0.29,1.78,Mitt Romney
88776,37.7,20.2,9.4,21985.0,34498,2.44,59.9,29.9,10.2,99819.0,0.42,0.44,1.8,Mitt Romney
44139,36.4,19.9,9.3,22082.0,16087,2.53,66.7,21.0,12.4,115546.0,0.64,0.75,1.84,Mitt Romney
74787,37.7,28.7,8.7,23019.0,29953,2.38,63.1,29.9,7.0,129354.0,0.87,0.99,2.01,Mitt Romney
5910,42.6,13.8,11.0,15546.0,2402,2.43,58.1,17.9,24.0,77165.0,-0.06,0.02,2.28,Mitt Romney
13768,45.6,12.5,10.3,17248.0,5725,2.34,62.6,18.0,19.4,86958.0,-0.56,-0.55,1.97,Mitt Romney
7252,42.4,11.0,13.8,18054.0,2960,2.41,64.4,18.3,17.3,77981.0,-0.27,-0.16,1.84,Mitt Romney
23973,40.3,10.7,12.2,17719.0,9414,2.51,59.5,18.7,21.9,100111.0,0.23,0.29,1.82,Mitt Romney
13630,44.0,12.6,9.0,15944.0,5485,2.46,67.1,18.8,14.1,95317.0,0.15,0.21,2.2,Mitt Romney
104430,38.5,15.5,12.3,23753.0,39511,2.62,69.0,19.9,11.1,133982.0,0.86,0.94,1.71,Mitt Romney
15427,43.3,12.9,12.2,19987.0,6257,2.42,58.8,14.9,26.2,108087.0,-0.73,-0.7,1.57,Mitt Romney
8888,42.9,9.6,8.1,16630.0,3665,2.36,60.6,21.0,18.4,74051.0,-0.06,-0.07,1.72,Mitt Romney
22312,43.4,14.4,10.9,19996.0,9338,2.35,62.1,23.8,14.0,94835.0,-0.29,-0.26,2.0,Mitt Romney
9214,53.5,9.7,14.8,17498.0,4050,2.25,50.9,9.9,39.3,90231.0,-0.46,-0.44,2.16,Mitt Romney
10253,43.2,8.7,11.7,16309.0,4089,2.41,61.2,19.8,19.0,80020.0,-0.58,-0.51,2.01,Mitt Romney
37826,38.7,14.9,9.6,17936.0,14573,2.55,66.0,23.3,10.7,101312.0,0.45,0.46,1.89,Mitt Romney
9984,36.7,15.7,8.1,18057.0,3773,2.45,60.4,19.3,20.3,75276.0,-0.53,-0.55,1.96,Mitt Romney
12603,42.7,13.0,13.0,17767.0,5229,2.36,61.5,19.5,19.0,68376.0,-0.9,-0.91,1.78,Mitt Romney
14297,41.4,13.5,8.1,20473.0,5694,2.35,59.8,25.5,14.7,85940.0,-0.2,-0.16,2.06,Mitt Romney
9066,41.5,13.5,8.8,18405.0,3637,2.47,67.2,15.9,16.9,98877.0,-0.23,-0.15,1.84,Mitt Romney
28455,38.8,18.7,12.2,20637.0,11249,2.42,60.7,26.4,12.9,95689.0,-0.07,-0.03,1.93,Mitt Romney
3550,45.8,12.5,8.5,17886.0,1516,2.3,53.8,16.8,29.4,61566.0,-0.51,-0.51,1.95,Mitt Romney
25086,39.2,14.1,11.8,18539.0,10008,2.47,59.1,20.3,20.7,100381.0,0.34,0.41,1.97,Mitt Romney
15140,37.1,15.9,8.2,19846.0,5413,2.55,68.2,20.3,11.5,101206.0,-0.06,-0.03,1.82,Mitt Romney
12130,42.3,12.4,14.0,18491.0,4829,2.45,60.0,17.2,22.8,94803.0,-0.17,-0.12,1.66,Mitt Romney
10242,44.1,11.5,13.1,14829.0,4249,2.38,63.1,18.2,18.7,76273.0,-0.11,-0.08,2.21,Mitt Romney
13554,39.1,12.7,7.1,20058.0,5225,2.56,68.0,14.6,17.4,114671.0,0.25,0.36,1.81,Mitt Romney
9487,47.7,10.5,8.8,16651.0,3959,2.38,59.7,14.2,26.1,88035.0,-0.15,-0.11,2.22,Mitt Romney
18530,36.2,11.0,14.4,15106.0,7369,2.48,47.9,34.4,17.7,66940.0,-0.85,-0.78,2.43,Mitt Romney
18847,39.4,12.5,7.4,19726.0,7285,2.54,68.1,17.6,14.3,114219.0,0.21,0.29,1.71,Mitt Romney
18566,39.6,12.6,11.0,18078.0,6618,2.47,60.9,22.0,17.2,91698.0,-0.04,0.02,1.88,Mitt Romney
30685,36.6,17.9,10.4,17051.0,11374,2.56,62.6,24.5,12.9,106964.0,0.94,0.98,1.89,Mitt Romney
5072,45.5,11.5,8.0,16538.0,2166,2.32,53.9,16.6,29.6,73393.0,-0.57,-0.59,1.7,Mitt Romney
24089,39.7,13.2,13.1,22731.0,9131,2.6,69.9,18.8,11.3,111351.0,-0.28,-0.22,1.74,Mitt Romney
366214,35.5,32.7,9.5,31977.0,134455,2.7,76.3,17.7,5.9,181124.0,1.74,1.87,2.13,Mitt Romney
40983,38.1,13.4,10.5,18947.0,16055,2.52,61.8,27.9,10.2,89312.0,-0.01,0.06,1.9,Mitt Romney
29739,42.2,12.9,11.7,17571.0,12244,2.36,63.6,24.9,11.5,84371.0,-0.33,-0.27,2.12,Mitt Romney
49263,41.4,17.9,9.3,21158.0,20247,2.36,54.2,24.8,21.0,119733.0,2.47,2.54,1.92,Mitt Romney
24748,43.1,13.6,10.1,15955.0,9726,2.38,65.0,20.4,14.6,89259.0,0.11,0.2,2.32,Mitt Romney
20152,39.3,17.3,10.1,18021.0,7901,2.42,61.8,24.7,13.5,87448.0,-0.17,-0.14,1.92,Mitt Romney
32408,40.0,13.4,11.4,23466.0,12333,2.61,68.4,14.5,17.1,155409.0,2.03,2.12,1.9,Mitt Romney
24494,37.7,9.8,16.9,15544.0,9046,2.57,66.1,17.5,16.4,77866.0,0.51,0.67,1.98,Mitt Romney
12742,46.1,7.1,13.3,16164.0,5420,2.32,53.5,15.4,31.0,65853.0,-0.47,-0.39,2.06,Mitt Romney
2110,45.6,13.7,8.4,17046.0,891,2.31,54.4,17.2,28.4,56918.0,-1.2,-1.24,1.92,Mitt Romney
18331,40.2,12.5,12.2,15852.0,7287,2.49,62.8,23.9,13.3,89796.0,0.24,0.28,2.13,Mitt Romney
31752,39.9,20.0,14.4,17283.0,12796,2.4,58.1,25.7,16.2,68605.0,-0.93,-0.8,0.43,Barack Obama
20994,35.1,17.0,22.8,16686.0,8063,2.56,64.5,24.6,10.8,73092.0,-0.45,-0.3,0.28,Barack Obama
29673,36.3,13.4,13.2,14622.0,10720,2.65,70.8,19.3,10.0,67312.0,0.17,0.29,0.4,Barack Obama
250044,33.8,27.5,12.1,19373.0,92223,2.6,53.7,31.8,14.6,87089.0,-0.13,-0.06,0.19,Barack Obama
1921,35.1,8.4,15.1,12346.0,648,2.53,48.9,25.0,26.1,48784.0,-1.75,-1.86,0.84,Barack Obama
9947,37.2,12.3,11.3,14263.0,3749,2.49,68.3,13.7,18.1,57546.0,-0.78,-0.66,0.91,Barack Obama
36041,31.3,19.0,14.7,13842.0,12533,2.64,45.3,40.5,14.2,65156.0,-0.65,-0.59,0.46,Barack Obama
37791,36.1,10.9,18.0,16020.0,13605,2.65,71.8,18.7,9.4,72346.0,0.86,1.07,0.27,Barack Obama
45012,26.6,38.5,11.1,16900.0,17464,2.34,44.8,38.0,17.2,94665.0,0.53,0.74,0.46,Barack Obama
40198,37.2,14.5,15.0,15744.0,15640,2.51,63.5,23.3,13.2,67664.0,0.29,0.43,0.37,Barack Obama
29115,35.3,13.9,15.9,13570.0,8999,2.76,58.8,28.0,13.2,61634.0,-0.35,-0.34,0.58,Barack Obama
19576,39.7,13.9,14.8,15282.0,7705,2.49,64.0,19.6,16.5,60421.0,0.04,0.15,0.42,Mitt Romney
10609,41.1,12.9,12.5,17652.0,4102,2.49,65.9,12.8,21.3,63377.0,-0.36,-0.21,0.57,Mitt Romney
81069,31.7,25.5,11.1,16424.0,30469,2.47,53.1,36.6,10.3,86251.0,1.1,1.18,0.35,Mitt Romney
8292,39.9,12.3,15.4,14916.0,3219,2.55,61.7,11.0,27.3,55047.0,-0.17,-0.07,0.72,Mitt Romney
183018,35.6,20.4,9.3,19408.0,70273,2.51,52.8,32.0,15.2,107366.0,0.26,0.36,0.19,Mitt Romney
67770,37.9,16.0,9.1,16839.0,25830,2.55,68.5,21.7,9.8,69916.0,0.42,0.54,0.25,Mitt Romney
78114,36.9,18.3,12.5,17949.0,30536,2.41,58.1,28.9,13.0,76776.0,-0.12,0.02,0.27,Mitt Romney
13472,38.4,13.7,8.8,16355.0,5256,2.55,72.5,14.8,12.8,66633.0,0.01,0.14,0.19,Mitt Romney
22896,36.6,13.7,10.4,14692.0,8103,2.61,70.0,16.8,13.2,66074.0,0.3,0.39,0.44,Mitt Romney
34834,38.0,14.3,13.4,16147.0,13467,2.54,67.4,20.2,12.5,74611.0,0.65,0.77,0.31,Mitt Romney
59929,34.6,23.3,13.7,18104.0,22775,2.56,57.7,29.8,12.6,87177.0,-0.3,-0.19,0.22,Mitt Romney
37429,38.2,12.8,13.6,16418.0,14774,2.51,67.4,19.1,13.5,73796.0,-0.2,-0.06,0.26,Mitt Romney
30686,36.5,13.3,11.3,16551.0,11762,2.56,68.9,19.2,11.9,72543.0,0.81,0.96,0.35,Mitt Romney
22492,37.3,13.9,9.8,16304.0,8678,2.51,70.3,16.6,13.1,65017.0,0.21,0.34,0.29,Mitt Romney
29433,37.4,13.4,13.1,17640.0,11270,2.59,71.7,21.0,7.2,81499.0,0.72,0.77,0.05,Mitt Romney
146177,36.4,26.2,7.1,23571.0,54831,2.57,70.0,21.8,8.3,116668.0,1.89,2.08,0.87,Mitt Romney
29304,36.6,10.3,9.1,15364.0,10686,2.71,70.1,20.3,9.7,56355.0,0.01,0.09,0.3,Mitt Romney
15745,37.8,9.3,11.7,17035.0,6031,2.59,70.8,11.9,17.3,66873.0,-0.35,-0.22,0.31,Mitt Romney
16210,35.3,14.0,9.0,16346.0,5695,2.7,72.3,17.9,9.7,94863.0,1.75,1.89,0.24,Mitt Romney
20726,35.8,11.2,12.2,14897.0,7895,2.6,69.2,13.4,17.4,52885.0,-0.39,-0.24,0.49,Mitt Romney
33067,41.1,21.7,7.1,20725.0,13953,2.29,60.6,25.9,13.5,107993.0,-0.07,-0.01,1.17,Barack Obama
9881,45.3,26.1,5.5,20159.0,4290,2.28,54.8,18.8,26.4,189610.0,-0.28,-0.19,1.1,Mitt Romney
5506,41.7,22.7,5.3,16594.0,2050,2.59,50.5,22.8,26.6,94455.0,-1.03,-1.07,1.02,Mitt Romney
11224,42.2,18.8,4.6,18716.0,4631,2.33,60.6,25.8,13.6,95128.0,-0.27,-0.09,1.24,Mitt Romney
8548,43.9,15.1,3.5,18564.0,3494,2.31,62.5,22.1,15.4,90573.0,-0.42,-0.32,1.32,Mitt Romney
11417,46.0,19.1,4.8,19288.0,4768,2.28,62.6,22.7,14.7,108002.0,-0.43,-0.22,1.5,Mitt Romney
92941,33.2,44.6,6.3,23263.0,36338,2.47,54.5,32.9,12.6,266434.0,2.78,2.86,1.16,Mitt Romney
1189,43.1,16.8,2.4,15782.0,511,2.3,34.2,11.9,53.9,87105.0,-0.6,-0.43,1.31,Mitt Romney
11523,43.8,30.6,5.0,21599.0,4354,2.6,74.1,15.1,10.7,203223.0,1.22,1.3,1.02,Mitt Romney
61962,40.2,34.9,5.0,23233.0,25812,2.35,62.9,26.9,10.2,166699.0,1.08,1.18,1.2,Mitt Romney
4296,45.3,17.1,4.3,17524.0,1762,2.39,50.3,20.5,29.2,88511.0,-0.66,-0.56,1.21,Mitt Romney
1087,55.1,15.4,2.5,17120.0,498,2.13,54.4,15.6,30.1,65909.0,-0.58,-0.49,0.26,Mitt Romney
8931,44.2,20.2,5.1,20571.0,3578,2.45,63.2,19.3,17.5,168191.0,0.85,0.94,1.07,Mitt Romney
774,46.1,18.3,4.6,17122.0,344,2.25,58.8,22.7,18.5,74545.0,-1.0,-0.71,0.46,Mitt Romney
2082,43.3,13.7,5.5,15458.0,787,2.2,49.4,18.5,32.1,80119.0,-0.81,-0.85,1.31,Mitt Romney
25341,39.0,11.5,15.7,17364.0,9033,2.54,65.0,20.9,14.1,79769.0,-0.41,-0.23,2.24,Barack Obama
32577,40.6,14.0,12.1,17318.0,13367,2.38,62.7,18.0,19.3,86231.0,-0.24,-0.1,2.24,Barack Obama
235069,41.8,31.6,9.4,24734.0,100293,2.27,63.2,26.6,10.2,141694.0,1.11,1.25,2.19,Barack Obama
64256,42.4,32.9,7.7,26785.0,26095,2.44,73.0,21.4,5.6,149548.0,2.36,2.44,2.08,Barack Obama
324167,31.0,20.9,11.8,22330.0,119537,2.55,50.9,34.4,14.6,114089.0,0.65,0.87,2.09,Barack Obama
12160,41.5,12.9,8.8,18592.0,4595,2.61,72.0,16.0,12.0,107670.0,1.12,1.23,1.85,Barack Obama
485583,37.0,32.4,12.0,28602.0,195806,2.4,57.1,34.0,8.8,132214.0,1.42,1.49,2.32,Barack Obama
55202,39.9,14.0,15.0,17085.0,21788,2.45,55.5,26.8,17.7,88600.0,-0.43,-0.31,2.24,Barack Obama
23823,41.6,14.4,10.0,17976.0,9566,2.46,62.9,24.1,13.0,88441.0,-0.75,-0.64,1.99,Barack Obama
42443,38.0,19.7,11.2,18468.0,15947,2.46,58.2,29.9,11.9,132407.0,1.56,1.79,2.16,Barack Obama
132092,34.1,14.6,13.1,15593.0,46044,2.78,63.8,24.0,12.2,87734.0,0.56,0.56,2.08,Barack Obama
26861,45.3,15.1,12.2,19338.0,11827,2.25,59.6,14.2,26.2,138185.0,0.84,1.0,2.12,Mitt Romney
113235,46.5,19.4,12.0,24608.0,48445,2.32,48.0,10.6,41.4,136629.0,3.87,4.03,2.26,Mitt Romney
90059,40.2,16.0,15.1,20354.0,34827,2.48,65.5,22.5,12.0,95770.0,-0.02,-0.03,1.76,Mitt Romney
179310,37.7,22.7,12.8,26453.0,67937,2.61,68.6,23.2,8.2,130605.0,3.33,3.35,2.15,Mitt Romney
27557,46.4,13.6,12.9,18979.0,12097,2.26,58.7,13.0,28.3,125524.0,0.64,0.8,2.1,Mitt Romney
54899,40.0,12.7,12.2,17259.0,21903,2.44,65.1,20.2,14.7,96398.0,-0.04,0.08,2.1,Mitt Romney
